NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
1,Brasil,2,%,5.22,1,Brasil,201005,maio 2010,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.84,1,Brasil,201006,junho 2010,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.60,1,Brasil,201007,julho 2010,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.49,1,Brasil,201008,agosto 2010,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.70,1,Brasil,201009,setembro 2010,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.20,1,Brasil,201010,outubro 2010,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.63,1,Brasil,201011,novembro 2010,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.91,1,Brasil,201012,dezembro 2010,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.99,1,Brasil,201101,janeiro 2011,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.01,1,Brasil,201102,fevereiro 2011,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.30,1,Brasil,201103,março 2011,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.51,1,Brasil,201104,abril 2011,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.55,1,Brasil,201105,maio 2011,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.71,1,Brasil,201106,junho 2011,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.87,1,Brasil,201107,julho 2011,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,7.23,1,Brasil,201108,agosto 2011,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,7.31,1,Brasil,201109,setembro 2011,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.97,1,Brasil,201110,outubro 2011,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.64,1,Brasil,201111,novembro 2011,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.50,1,Brasil,201112,dezembro 2011,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.22,1,Brasil,201201,janeiro 2012,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.84,1,Brasil,201202,fevereiro 2012,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.24,1,Brasil,201203,março 2012,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.10,1,Brasil,201204,abril 2012,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.99,1,Brasil,201205,maio 2012,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.92,1,Brasil,201206,junho 2012,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.20,1,Brasil,201207,julho 2012,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.24,1,Brasil,201208,agosto 2012,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.28,1,Brasil,201209,setembro 2012,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.45,1,Brasil,201210,outubro 2012,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.53,1,Brasil,201211,novembro 2012,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.84,1,Brasil,201212,dezembro 2012,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.15,1,Brasil,201301,janeiro 2013,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.31,1,Brasil,201302,fevereiro 2013,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.59,1,Brasil,201303,março 2013,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.49,1,Brasil,201304,abril 2013,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.50,1,Brasil,201305,maio 2013,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.70,1,Brasil,201306,junho 2013,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.27,1,Brasil,201307,julho 2013,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.09,1,Brasil,201308,agosto 2013,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.86,1,Brasil,201309,setembro 2013,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.84,1,Brasil,201310,outubro 2013,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.77,1,Brasil,201311,novembro 2013,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.91,1,Brasil,201312,dezembro 2013,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.59,1,Brasil,201401,janeiro 2014,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.68,1,Brasil,201402,fevereiro 2014,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.15,1,Brasil,201403,março 2014,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.28,1,Brasil,201404,abril 2014,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.37,1,Brasil,201405,maio 2014,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.52,1,Brasil,201406,junho 2014,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.50,1,Brasil,201407,julho 2014,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.51,1,Brasil,201408,agosto 2014,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.75,1,Brasil,201409,setembro 2014,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.59,1,Brasil,201410,outubro 2014,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.56,1,Brasil,201411,novembro 2014,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.41,1,Brasil,201412,dezembro 2014,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,7.14,1,Brasil,201501,janeiro 2015,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,7.70,1,Brasil,201502,fevereiro 2015,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,8.13,1,Brasil,201503,março 2015,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,8.17,1,Brasil,201504,abril 2015,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,8.47,1,Brasil,201505,maio 2015,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,8.89,1,Brasil,201506,junho 2015,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,9.56,1,Brasil,201507,julho 2015,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,9.53,1,Brasil,201508,agosto 2015,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,9.49,1,Brasil,201509,setembro 2015,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,9.93,1,Brasil,201510,outubro 2015,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,10.48,1,Brasil,201511,novembro 2015,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,10.67,1,Brasil,201512,dezembro 2015,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,10.71,1,Brasil,201601,janeiro 2016,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,10.36,1,Brasil,201602,fevereiro 2016,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,9.39,1,Brasil,201603,março 2016,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,9.28,1,Brasil,201604,abril 2016,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,9.32,1,Brasil,201605,maio 2016,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,8.84,1,Brasil,201606,junho 2016,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,8.74,1,Brasil,201607,julho 2016,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,8.97,1,Brasil,201608,agosto 2016,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,8.48,1,Brasil,201609,setembro 2016,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,7.87,1,Brasil,201610,outubro 2016,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.99,1,Brasil,201611,novembro 2016,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.29,1,Brasil,201612,dezembro 2016,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.35,1,Brasil,201701,janeiro 2017,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.76,1,Brasil,201702,fevereiro 2017,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.57,1,Brasil,201703,março 2017,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.08,1,Brasil,201704,abril 2017,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.60,1,Brasil,201705,maio 2017,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.00,1,Brasil,201706,junho 2017,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.71,1,Brasil,201707,julho 2017,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.46,1,Brasil,201708,agosto 2017,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.54,1,Brasil,201709,setembro 2017,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.70,1,Brasil,201710,outubro 2017,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.80,1,Brasil,201711,novembro 2017,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.95,1,Brasil,201712,dezembro 2017,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.86,1,Brasil,201801,janeiro 2018,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.84,1,Brasil,201802,fevereiro 2018,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.68,1,Brasil,201803,março 2018,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.76,1,Brasil,201804,abril 2018,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.86,1,Brasil,201805,maio 2018,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.39,1,Brasil,201806,junho 2018,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.48,1,Brasil,201807,julho 2018,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.19,1,Brasil,201808,agosto 2018,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.53,1,Brasil,201809,setembro 2018,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.56,1,Brasil,201810,outubro 2018,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.05,1,Brasil,201811,novembro 2018,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.75,1,Brasil,201812,dezembro 2018,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.78,1,Brasil,201901,janeiro 2019,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.89,1,Brasil,201902,fevereiro 2019,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.58,1,Brasil,201903,março 2019,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.94,1,Brasil,201904,abril 2019,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.66,1,Brasil,201905,maio 2019,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.37,1,Brasil,201906,junho 2019,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.22,1,Brasil,201907,julho 2019,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.43,1,Brasil,201908,agosto 2019,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.89,1,Brasil,201909,setembro 2019,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.54,1,Brasil,201910,outubro 2019,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.27,1,Brasil,201911,novembro 2019,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.31,1,Brasil,201912,dezembro 2019,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.19,1,Brasil,202001,janeiro 2020,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.01,1,Brasil,202002,fevereiro 2020,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.30,1,Brasil,202003,março 2020,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.40,1,Brasil,202004,abril 2020,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,1.88,1,Brasil,202005,maio 2020,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.13,1,Brasil,202006,junho 2020,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.31,1,Brasil,202007,julho 2020,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,2.44,1,Brasil,202008,agosto 2020,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.14,1,Brasil,202009,setembro 2020,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.92,1,Brasil,202010,outubro 2020,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.31,1,Brasil,202011,novembro 2020,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.52,1,Brasil,202012,dezembro 2020,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.56,1,Brasil,202101,janeiro 2021,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.20,1,Brasil,202102,fevereiro 2021,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.10,1,Brasil,202103,março 2021,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.76,1,Brasil,202104,abril 2021,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,8.06,1,Brasil,202105,maio 2021,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,8.35,1,Brasil,202106,junho 2021,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,8.99,1,Brasil,202107,julho 2021,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,9.68,1,Brasil,202108,agosto 2021,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,10.25,1,Brasil,202109,setembro 2021,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,10.67,1,Brasil,202110,outubro 2021,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,10.74,1,Brasil,202111,novembro 2021,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,10.06,1,Brasil,202112,dezembro 2021,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,10.38,1,Brasil,202201,janeiro 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,10.54,1,Brasil,202202,fevereiro 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,11.30,1,Brasil,202203,março 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,12.13,1,Brasil,202204,abril 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,11.73,1,Brasil,202205,maio 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,11.89,1,Brasil,202206,junho 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,10.07,1,Brasil,202207,julho 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,8.73,1,Brasil,202208,agosto 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,7.17,1,Brasil,202209,setembro 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,6.47,1,Brasil,202210,outubro 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.90,1,Brasil,202211,novembro 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.79,1,Brasil,202212,dezembro 2022,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.77,1,Brasil,202301,janeiro 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.60,1,Brasil,202302,fevereiro 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.65,1,Brasil,202303,março 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.18,1,Brasil,202304,abril 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.94,1,Brasil,202305,maio 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.16,1,Brasil,202306,junho 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.99,1,Brasil,202307,julho 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.61,1,Brasil,202308,agosto 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.19,1,Brasil,202309,setembro 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.82,1,Brasil,202310,outubro 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.68,1,Brasil,202311,novembro 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.62,1,Brasil,202312,dezembro 2023,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.51,1,Brasil,202401,janeiro 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.50,1,Brasil,202402,fevereiro 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.93,1,Brasil,202403,março 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.69,1,Brasil,202404,abril 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,3.93,1,Brasil,202405,maio 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.23,1,Brasil,202406,junho 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.50,1,Brasil,202407,julho 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.24,1,Brasil,202408,agosto 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.42,1,Brasil,202409,setembro 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.76,1,Brasil,202410,outubro 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.87,1,Brasil,202411,novembro 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.83,1,Brasil,202412,dezembro 2024,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.56,1,Brasil,202501,janeiro 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.06,1,Brasil,202502,fevereiro 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.48,1,Brasil,202503,março 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.53,1,Brasil,202504,abril 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.32,1,Brasil,202505,maio 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.35,1,Brasil,202506,junho 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.23,1,Brasil,202507,julho 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.13,1,Brasil,202508,agosto 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,5.17,1,Brasil,202509,setembro 2025,2265,IPCA - Variação acumulada em 12 meses
1,Brasil,2,%,4.68,1,Brasil,202510,outubro 2025,2265,IPCA - Variação acumulada em 12 meses
